Hospital,N,Accuracy,Selection_Rate,True_Rate,DI_RACE,WTPR_RACE,DI_AGE_GROUP,WTPR_AGE_GROUP
797000,165,0.8181818181818182,0.6,0.6,0.8250000000000001,0.7941176470588235,0.5333333333333333,0.5
797100,1203,0.85785536159601,0.35328345802161265,0.35245220282626766,0.0,0.0,0.6447589788603614,0.725
797500,105,0.8476190476190476,0.17142857142857143,0.20952380952380953,0.0,0.5,0.13861386138613863,0.47368421052631576
797600,411,0.8588807785888077,0.3309002433090024,0.3357664233576642,0.2857142857142857,0.3333333333333333,0.32194899817850636,0.7264150943396226
798500,121,0.7272727272727273,0.4462809917355372,0.371900826446281,0.6666666666666666,0.5,0.3838383838383838,0.696969696969697
799001,215,0.8697674418604651,0.16744186046511628,0.046511627906976744,0.0,0.5,0.3106796116504854,0.9
800600,511,0.9060665362035225,0.2896281800391389,0.2465753424657534,0.0,0.8968253968253969,0.7238857938718664,0.8666666666666667
801500,631,0.9096671949286846,0.2329635499207607,0.25673534072900156,0.4879032258064517,0.25,0.687741935483871,0.7083333333333334
802001,2243,0.8756130182790905,0.3571110120374498,0.32545697726259476,0.0,0.0,0.35365853658536583,0.8237476808905381
806300,346,0.8497109826589595,0.3930635838150289,0.32947976878612717,0.6031746031746031,0.75,0.3235294117647059,0.8214285714285714
814000,165,0.8484848484848485,0.5454545454545454,0.41818181818181815,0.507172131147541,0.8,0.5,0.9629629629629629
814001,601,0.8668885191347754,0.34608985024958405,0.3860232945091514,0.75,0.7272727272727273,0.40198511166253104,0.7177914110429447
815300,162,0.8703703703703703,0.12345679012345678,0.018518518518518517,,,0.0,0.3333333333333333
820800,723,0.8616874135546335,0.46196403872752423,0.40110650069156295,0.44660194174757284,0.8260869565217391,0.4429530201342282,0.8787878787878788
822800,111,0.8108108108108109,0.12612612612612611,0.22522522522522523,0.0,0.0,0.0,0.0
823000,387,0.8036175710594315,0.6124031007751938,0.48320413436692505,0.741961486789073,0.90625,0.5102739726027398,0.9133858267716536
829000,573,0.8883071553228621,0.2757417102966841,0.2338568935427574,0.44859813084112155,0.8373983739837398,0.5213466240361105,0.7
829900,695,0.8517985611510791,0.4474820143884892,0.44316546762589926,0.6623777663407102,0.8095238095238095,0.4939284542172629,0.7935779816513762
831900,184,0.7010869565217391,0.30434782608695654,0.1358695652173913,0.3205128205128205,0.3333333333333333,0.3865877712031558,0.52
832900,221,0.8190045248868778,0.4479638009049774,0.3665158371040724,0.226890756302521,0.7142857142857143,0.37596153846153846,0.7
833000,147,0.7074829931972789,0.6462585034013606,0.4217687074829932,0.8361111111111111,0.875,0.675,0.8333333333333334
835700,233,0.7982832618025751,0.26609442060085836,0.3133047210300429,0.0,0.42857142857142855,0.3190883190883191,0.525
838600,305,0.8885245901639345,0.42950819672131146,0.42950819672131146,0.6788990825688074,0.7857142857142857,0.5755102040816327,0.83
999999,249,0.927710843373494,0.8152610441767069,0.8152610441767069,0.0,0.9478260869565217,0.7648128898128899,0.9363636363636364
